id_empresa;nome_empresa;cidade_empresa;categoria_empresa;nome_google_place;latitude;longitude;endereco;categoria_pt
greenant;GreenAnt;Rio De Janeiro, Rio de Janeiro, Brazil;Analytics, Energy, Energy Efficiency, Energy Management, Internet of Things;GreenAnt;-22.904178;-43.175023;R. da Assembléia, 10 - Sala 2810 - Centro, Rio de Janeiro - RJ, 20011-901, Brasil;Análise, Energia, Eficiência Energética, Gerenciamento de Energia, Internet das Coisas
greenbird-club;GreenBird Club;Caxias Do Sul, Rio Grande do Sul, Brazil;Fitness, Internet, Personal Health, Software, Wellness;GreenBird.club;-29.171514;-51.210893;Av. Rubem Bento Alves, 8078 - Sobreloja - Cinquentenário, Caxias do Sul - RS, 95012-366, Brasil;Condicionamento físico, Internet, Saúde pessoal, Software, Bem-estar
greitt;Greitt;Belo Horizonte, Minas Gerais, Brazil;Banking, FinTech, Mobile Payments, Payments;Ouro Minas Palace Hotel;-19.8761442;-43.929026;Av. Cristiano Machado, 4001 - Ipiranga, Belo Horizonte - MG, 31160-413, Brasil;Bancário, FinTech, Pagamentos móveis, Pagamentos
grenadine;Grenadine Comercial;Osasco, Sao Paulo, Brazil;B2C, E-Commerce, Retail, Sales, Wholesale;Comercial Osasco;-23.5253321;-46.80124290000001;Av. dos Autonomistas, 5630 - Sala 08 - Km 18, Osasco - SP, 06194-060, Brasil;B2C, Comércio Eletrônico, Varejo, Vendas, Atacado
gridclass;GridClass;Rio De Janeiro, Rio de Janeiro, Brazil;Education, Information Technology, Internet, SaaS, Software;;;;;Educação, Tecnologia da Informação, Internet, SaaS, Software
grm-internet;GRM Internet;Rio De Janeiro, Rio de Janeiro, Brazil;Internet, Marketing, Project Management;GRM Internet;-22.9118836;-43.1743174;R. México, 11 - 10º andar - Centro, Rio de Janeiro - RJ, 20031-144, Brasil;Internet, Marketing, Gerenciamento de Projetos
grokmaker;Grokmaker;São Carlos Do Pinhal, Sao Paulo, Brazil;Education, Information Technology;GROKMAKER | Onovolab;-22.0241644;-47.8944408;ONOVOLAB |, R. Aquidaban, 34 - Centro, São Carlos - SP, 13560-120, Brasil;Educação, Tecnologia da Informação
growing-up-desenvolvimento;Growing Up! Desenvolvimento;São Paulo, Sao Paulo, Brazil;B2B, Business Development, Consulting, Corporate Training, Human Resources;GUP! Desenvolvimento;-23.5885972;-46.6348409;Av. Prof. Noé Azevedo, 208 - cj 116 - Vila Mariana, São Paulo - SP, 04117-000, Brasil;B2B, Desenvolvimento comercial, Consultoria, Treinamento corporativo, Recursos humanos
growth-team-llc;Growth Team LLC;Rio De Janeiro, Rio de Janeiro, Brazil;Advertising;;;;;Publicidade
grubster;Grubster;São Paulo, Sao Paulo, Brazil;Hospitality, Information Technology, Internet, Restaurants, Software, Travel;ChefsClub;-23.5576458;-46.70041519999999;Av. Pedroso de Morais, 1914 - Pinheiros, São Paulo - SP, 04010-907, Brasil;Hotelaria, Tecnologia da informação, Internet, Restaurantes, Software, Viagem
grupo-4vets;Grupo 4vets;Brasil, Sao Paulo, Brazil;Developer Platform, Internet, Online Portals, Pet, Retail, Retail Technology, Veterinary;4vets;-23.5845432;-46.6708198;Av. Santo Amaro, 48 - 4º Andar - Itaim Bibi, São Paulo - SP, 04505-000, Brasil;Plataforma de desenvolvedor, Internet, Portais on-line, Animais de estimação, Varejo, Tecnologia de varejo, Veterinária
grupo-aero;Grupo AERO;Santa Rosa, Rio Grande do Sul, Brazil;Civil Engineering, Construction, Drones;AERO Topografia;-27.8520747;-54.491968;Rodovia RS 344, Km 39 N°1100, Sala A/307 Campus da Unijuí - Timbaúva, RS, 98781-720, Brasil;Engenharia Civil, Construção, Drones
grupo-boticário;Grupo Boticário;São Paulo, Sao Paulo, Brazil;Cosmetics;Grupo Boticário;-23.5958809;-46.6844326;Continental Square - R. Olimpíadas, 205 - 12 e 13 - Vila Olímpia, São Paulo - SP, 04551-000, Brasil;Cosméticos
grupo-cloud;Grupo Cloud;Florianópolis, Santa Catarina, Brazil;B2B, Cloud Computing, Consulting, SaaS, Software;Grupo Cloud;-27.596823;-48.520422;Torre A Sala 606, R. Lauro Linhares, 2123 - Trindade, Florianópolis - SC, 88036-003, Brasil;B2B, Computação em nuvem, Consultoria, SaaS, Software
grupo-fechado-de-amigos-investidores;Grupo Fechado de Amigos Investidores;São Paulo, Sao Paulo, Brazil;Angel Investment, Consulting, Corporate Training, Insurance, Personal Finance;;;;;Angel Investment, Consultoria, Treinamento Corporativo, Seguros, Finanças Pessoais
grupo-imc;Grupo IMC;São Paulo, Sao Paulo, Brazil;Software;IMC Brasil;-23.585069;-46.6414821;Rua Coronel Artur Godói, 210 - Vila Mariana, São Paulo - SP, 04018-050, Brasil;Programas
grupo-join-marketing;Grupo Join Marketing;São Paulo, Sao Paulo, Brazil;Advertising, E-Commerce;Grupo TAGG;-23.5689272;-46.71153839999999;R. Alvarenga, 1442 - Butantã, São Paulo - SP, 05509-003, Brasil;Publicidade, Comércio Eletrônico
grupo-trilha;Grupo Trilha;São Paulo, Sao Paulo, Brazil;Software;Aventura Curitiba;-25.4246374;-49.28774569999999;Motter Home Hostel - Rua Desembargador Motta, 3574 - Mercês, Curitiba - PR, 80430-200, Brasil;Programas
grupo-universal-decor;Montacasa;Curitiba, Parana, Brazil;Home Decor, Interior Design, Internet;Montacasa;-25.43021;-49.266347;R. Mal. Deodoro, 630 - sala 307 - Centro, Curitiba - PR, 80010-010, Brasil;Decoração, Decoração de Interiores, Internet
grupo-xango;Grupo Xango;Rio De Janeiro, Rio de Janeiro, Brazil;Application Performance Management, Cloud Computing, Internet, Security, Software;Grupo Xangô;-22.969494;-43.184924;Av. Nossa Sra. de Copacabana, 581 - Copacabana, Rio de Janeiro - RJ, 22030-000, Brasil;Gerenciamento de desempenho de aplicativos, Computação em nuvem, Internet, Segurança, Software
guarddy;Guarddy;Rio De Janeiro, Rio de Janeiro, Brazil;GPS, Information Technology, Internet of Things, Mobile Apps, Telecommunications, Wearables;;;;;GPS, Tecnologia da informação, Internet das coisas, Aplicativos móveis, Telecomunicações, Acessórios de vestuário
guia-doop;Guias Doop;São Paulo, Sao Paulo, Brazil;Information Services, Internet, Restaurants;;;;;Serviços de informação, Internet, Restaurantes
guia-ead;Guia EaD;São Paulo, Sao Paulo, Brazil;E-Learning, EdTech, Education, Information Technology, Software;Faculdades da Indústria;-25.5148609;-49.1798782;Av. Rui Barbosa, 5.881 - Afonso Pena, São José dos Pinhais - PR, 83045-350, Brasil;E-Learning, EdTech, Educação, Tecnologia da informação, Software
guiabolso;GuiaBolso;Pinheiros, Sao Paulo, Brazil;Consumer Lending, Credit, Financial Services, FinTech, Personal Finance;Guiabolso;-23.5692212;-46.6974486;R. Butantã, 194 - Pinheiros, São Paulo - SP, 05424-000, Brasil;Crédito ao consumidor, Crédito, Serviços financeiros, FinTech, Finanças pessoais
guiacmyk;guiaCMYK;São Paulo, Sao Paulo, Brazil;Information Technology, Internet, Printing, SaaS, Software;;;;;Tecnologia da informação, Internet, Impressão, SaaS, Software
guiainvest;GuiaInvest;Porto Alegre, Rio Grande do Sul, Brazil;Events, Information Services, Internet, News, Publishing;Guiainvest;-30.0281956;-51.2037275;R. Mostardeiro, 366 - Moinhos de Vento, Porto Alegre - RS, 90430-000, Brasil;Eventos, Serviços de Informação, Internet, Notícias, Publicação
guiato;Guiato;São Paulo, Sao Paulo, Brazil;Internet, Retail, Shopping;Drogaria São Paulo;-23.5834444;-48.0381601;R. Padre Albuquerque, 1130 - Centro, Itapetininga - SP, 18200-075, Brasil;Internet, Varejo, Compras
guiche-virtual;Guiche Virtual;São José Dos Campos, Sao Paulo, Brazil;Ticketing, Tourism, Travel;Guichê Virtual;-23.1870799;-45.8863558;Av. Dr. Nelson d'Ávila, 122 - Centro, São José dos Campos - SP, 12209-000, Brasil;Bilhetes, Turismo, Viagem
guide121;Guide121;São Paulo, Sao Paulo, Brazil;Tourism, Travel;GUIDE121;-23.5022189;-46.8511912;Alameda Tocantins, 350 - Alphaville, Barueri - SP, 06541-038, Brasil;Turismo, Viagem
guitarpedia-ensino-musical-online;Guitarpedia Ensino Musical Online;São Paulo, Sao Paulo, Brazil;EdTech, Education, Music, SaaS, Training;Guitarpedia Ensino Musical Online;-23.583571;-46.601738;R. Silva Bueno, 599 - Ipiranga, São Paulo - SP, 04207-000, Brasil;EdTech, Educação, Música, SaaS, Treinamento
gupy;Gupy;Cerqueira César, Sao Paulo, Brazil;Analytics, Internet, Machine Learning, Recruiting, Software;Gupy - Software de Recrutamento e Seleção;-23.5670308;-46.7010432;R. Gilberto Sabino, 215 - 4º Andar - Pinheiros, São Paulo - SP, 05425-020, Brasil;Análise, Internet, Machine Learning, Recrutamento, Software
gurvam;Gurvam;Porto Alegre, Rio Grande do Sul, Brazil;E-Commerce, Internet, Marketplace;Mercado Gurvam;-30.0462976;-51.19702729999999;Rua Doná Alice, 16 - Petrópolis, Porto Alegre - RS, 90640-110, Brasil;Comércio eletrônico, Internet, Mercado
gusworks;Gusworks;São Paulo, Sao Paulo, Brazil;Computer, Information Technology, Internet, iOS, Mobile Apps, Software, Web Apps;;;;;Computador, Tecnologia da informação, Internet, iOS, Aplicativos móveis, Software, Aplicativos Web
guten-news;Guten News;São Paulo, Sao Paulo, Brazil;Children, E-Learning, EBooks, EdTech, Education;Guten Educação;-23.5668082;-46.651847;Alameda Santos, 880 - Jardim Paulista, São Paulo - SP, 01418-100, Brasil;Crianças, EAD, EBooks, EdTech, Educação
gymdiet;GymDiet;Belo Horizonte, Minas Gerais, Brazil;Dietary Supplements, Fitness, Health Care, Lifestyle, mHealth, Sports;Lagoa da Pampulha de Belo Horizonte;-19.8467957;-43.9686296;Av. Otacílio Negrão de Lima, s/n - São Luiz, Belo Horizonte - MG, 31365-450, Brasil;Suplementos Dietéticos, Fitness, Cuidados de Saúde, Estilo de Vida, Saúde, Esportes
gympass;Gympass;São Paulo, Sao Paulo, Brazil;Employee Benefits, Fitness, Human Resources, Wellness;Gympass;-23.6028875;-46.6923062;Av. Engenheiro Luís Carlos Berrini, 716 - Itaim Bibi, São Paulo - SP, 04571-010, Brasil;Benefícios dos funcionários, Condicionamento físico, Recursos humanos, Bem-estar
gyp-solutions;GYP Solutions;São Paulo, Sao Paulo, Brazil;Consulting, Information Technology, Outsourcing, Software;GypCenter Vila São Paulo;-23.6570833;-46.671928;R. José Neves, 870 - Vila Sao Paulo, São Paulo - SP, 04650-142, Brasil;Consultoria, Tecnologia da informação, Terceirização, Software
h-l-comercio-varejista-ltda-me;H&L COMERCIO VAREJISTA LTDA - ME;São Paulo, Sao Paulo, Brazil;Baby, E-Commerce, Gift Registry, Subscription Service;H.L. Presentes ltda;-23.5437182;-46.6320252;Rua Comendador Abdo Schahin,62 - loja 7 Térreo - Centro Histórico de São Paulo, São Paulo - SP, 01023-050, Brasil;Bebê, Comércio eletrônico, Registro de presentes, Serviço de assinatura
h2app;H2App;Florianópolis, Santa Catarina, Brazil;Apps, Customer Service, Delivery, Software, Water;;;;;Aplicativos, Atendimento ao cliente, Entrega, Software, Água
hacker-team;Hacker Team;Jundiaí, Sao Paulo, Brazil;Computer, Consulting, Network Security, Penetration Testing;;;;;Computador, Consultoria, Segurança de Rede, Teste de Penetração
hadza;Hadza;Chile, Minas Gerais, Brazil;Online Portals, Social Media, Social Network;;;;;Portais Online, Mídias Sociais, Rede Social
hallo-3586;Hallo!;Blumenau, Santa Catarina, Brazil;Apps, Information Technology, Mobile, Social Media;Hallo;-26.9181071;-49.0684952;R. Namy Deeke, 99 - Centro, Blumenau - SC, 89010-130, Brasil;Aplicativos, Tecnologia da informação, Celular, Mídia social
hanewald-natividade-sichel;Hanewald, Natividade & Sichel;Rio De Janeiro, Rio de Janeiro, Brazil;Innovation Management, Intellectual Property;Hanewald, Natividade & Sichel;-22.950471;-43.180611;Praia de Botafogo, 501 - Centro, Rio de Janeiro - RJ, 22250-040, Brasil;Gestão da Inovação, Propriedade Intelectual
hangarar;Hangarar;Sorocaba, Sao Paulo, Brazil;Aerospace;Hangar 51;-23.5123024;-47.4627304;R. Victório Pegoretti, 51 - Jardim Faculdade, Sorocaba - SP, 18030-235, Brasil;Aeroespacial
hapgrab;Hapgrab;São Paulo, Sao Paulo, Brazil;Digital Marketing, Information Technology, Internet, Software, Web Development;;;;;Marketing Digital, Tecnologia da informação, Internet, Software, Desenvolvimento Web
happiliz;Happiliz;São Paulo, Sao Paulo, Brazil;Mobile Apps;;;;;Aplicativos móveis
happmobi;Happmobi;São Paulo, Sao Paulo, Brazil;E-Learning, EdTech, Education;Happmobi - Educação Digital;-23.543232;-46.7335752;Av. Queiroz Filho, 1700 - Vila A - Casa 81 e 82 - Vila Hamburguesa, São Paulo - SP, 05317-000, Brasil;E-Learning, EdTech, Educação
happyshopping;HappyShopping;Santa Catarina, Sao Paulo, Brazil;Information Technology, Price Comparison, Retail, Shopping;;;;;Tecnologia da informação, Comparação de preços, Varejo, Compras
hariken;Hariken;Curitiba, Parana, Brazil;Big Data, Data Center, Data Integration, Data Storage, Predictive Analytics;Hariken - Disruptive Marketing by Data;-25.4285549;-49.25781070000001;R. Fernando Amaro, 60 - Alto da XV, Curitiba - PR, 80045-080, Brasil;Big Data, Data Center, Integração de Dados, Armazenamento de Dados, Análise Preditiva
harpyja;Harpyja;Curitiba, Parana, Brazil;B2B, B2C, Consulting, E-Commerce, Project Management;Harpyja;-25.4404188;-49.3461153;R. Prof. Pedro Viriato Parigot de Souza, 3901 - 158 - Campina do Siqueira, Curitiba - PR, 81280-330, Brasil;B2B, B2C, Consultoria, Comércio Eletrônico, Gerenciamento de Projetos
harvard-business-school-alumni-angels-of-brazil;Harvard Business School Alumni Angels of Brazil;São Paulo, Sao Paulo, Brazil;Angel Investment, Financial Services, Management Consulting, Venture Capital, Wealth Management;HBS Alumni Angels of Brazil;-23.5966452;-46.6869082;Alameda Vicente Pinzon, 54 - Vila Olímpia, São Paulo - SP, 04547-130, Brasil;Angel Investment, Serviços financeiros, Consultoria de gerenciamento, Capital de risco, Gerenciamento de patrimônio
hash-lab;Hash;Pinheiros, Sao Paulo, Brazil;Financial Services, FinTech, Marketplace, Payments;Hash Soluções Pagamentos;-23.569265;-46.692306;Av. Brg. Faria Lima, 1306 - Pinheiros, São Paulo - SP, 01451-001, Brasil;Serviços financeiros, FinTech, Marketplace, Pagamentos
hashinvest;HashInvest;Curitiba, Parana, Brazil;Asset Management, Cryptocurrency, Finance;HashInvest;-25.4381369;-49.2754104;R. Nunes Machado, 68 - CJ 308 - Centro, Curitiba - PR, 80250-000, Brasil;Gerenciamento de ativos, Criptomoeda, Finanças
hatchers;Hatchers;Florianópolis, Santa Catarina, Brazil;Apps, Marketing, Sales;;;;;Aplicativos, Marketing, Vendas
have-a-coffee;Have a Coffee;Vitória Do Mearim, Maranhao, Brazil;Coffee, E-Commerce, Subscription Service;Varanda Gourmet da Inácia;-3.471343;-44.8714485;R. Sol, 13 - Vitoria Do Mearim, Vitória do Mearim - MA, 65350-000, Brasil;Café, Comércio eletrônico, Serviço de assinatura
haxor;Haxor;Porto Alegre, Rio Grande do Sul, Brazil;3D Technology, Developer Tools, Internet;Centro Cultural Usina do Gasômetro;-30.0341319;-51.241082;Av. Pres. João Goulart, 551 - Centro Histórico, Porto Alegre - RS, 90010-120, Brasil;Tecnologia 3D, Ferramentas de desenvolvedor, Internet
hdl-tecnologia;HDL Tecnologia;Tubarão, Santa Catarina, Brazil;Construction, Real Estate;;;;;Construção, Imóveis
hds-servicos-web;HDS Servicos Web;São Benedito, Sao Paulo, Brazil;E-Commerce, E-Commerce Platforms;HDS Belo Horizonte/MG Ar Condicionado Automotivo;-19.880185;-44.0054068;Av. Heráclito Mourão de Miranda, 1570 - Alípio de Melo, Belo Horizonte - MG, 31330-142, Brasil;Comércio eletrônico, plataformas de comércio eletrônico
healfies;Healfies;Florianópolis, Santa Catarina, Brazil;Health Care, Internet, mHealth, Personal Health;Healfies;-27.5449851;-48.5018951;Rod. José Carlos Daux, 4150 - Saco Grande, Florianópolis - SC, 88032-005, Brasil;Assistência médica, Internet, mHealth, Saúde pessoal
healthier-internet;Healthier Internet;São Paulo, Sao Paulo, Brazil;E-Commerce, Internet;;;;;Comércio Eletrônico, Internet
healthybox;HealthyBox;São Paulo, Sao Paulo, Brazil;Delivery, E-Commerce, Fitness, Organic Food, Subscription Service;;;;;Entrega, Comércio eletrônico, Fitness, Alimentos orgânicos, Serviço de assinatura
heart-care;Heart Care;São Paulo, Sao Paulo, Brazil;Medical Device, Mobile Apps, Personal Health;Heart Care;-23.5922724;-46.6382979;R. Me. Cabrini, 462 - Vila Mariana, São Paulo - SP, 04020-001, Brasil;Dispositivo médico, Aplicativos móveis, Saúde pessoal
hekima;Hekima;Belo Horizonte, Minas Gerais, Brazil;Artificial Intelligence, Big Data, Machine Learning, Predictive Analytics, Software;Hekima;-19.930766;-43.946188;Av. Álvares Cabral, 1315 - Lourdes, Belo Horizonte - MG, 30170-001, Brasil;Inteligência Artificial, Big Data, Machine Learning, Análise Preditiva, Software
hello-world-3;Hello World;Aracaju, Sergipe, Brazil;Android, Apps, Mobile Apps, Software;Hello World;47.1863889;8.52;Grabenstrasse 3, 6340 Baar, Suíça;Android, Aplicativos, Aplicativos móveis, Software
hellofood-brasil;Hellofood Brasil;São Paulo, Sao Paulo, Brazil;Food and Beverage, Food Delivery, Service Industry;;;;;Alimentos e bebidas, Entrega de alimentos, Indústria de serviços
help-educação;E-Help Educação;Paracatu, Minas Gerais, Brazil;Consulting, EdTech, Education, Manufacturing, Training;E-Help Educação;-17.2209727;-46.87545890000001;Rua Floriano Costa, 222 Salas A e B - Centro, Paracatu - MG, 38600-248, Brasil;Consultoria, EdTech, Educação, Manufatura, Treinamento
helpcars;HelpCars;San Paulo, Sao Paulo, Brazil;Apps, Automotive, Mobile, Transportation;HelpCars - Aplicativo de Guincho;-23.5326156;-46.61067269999999;Jardim Paulista, São Paulo - SP, 01310-100, Brasil;Aplicativos, Automotivo, Celular, Transporte
helpie;Helpie;São Paulo, Sao Paulo, Brazil;Marketplace, Mobile Apps;;;;;Marketplace, Aplicativos móveis
helpin;Helpin;Rio De Janeiro, Rio de Janeiro, Brazil;Online Portals, Recruiting, Search Engine, Service Industry;Help In Rio;-22.9485105;-43.1643283;R. Mal. Cantuária, 178 - Urca, Rio de Janeiro - RJ, 22291-060, Brasil;Portais on-line, Recrutamento, Mecanismo de pesquisa, Setor de serviços
helpsaude;HelpSaúde;Rio De Janeiro, Rio de Janeiro, Brazil;Health Care, Internet, Internet of Things, Medical, Search Engine;Ilha do Governador;-22.8052385;-43.2086085;Ilha do Governador, Rio de Janeiro - RJ, Brasil;Assistência médica, Internet, Internet das coisas, Medicina, Motor de busca
hemotify;Hemotify;Santa Maria, Rio Grande do Sul, Brazil;Health Care, Medical, Non Profit, Software;Hemotify;-29.72376299999999;-53.71369499999999;Av. Roraima nº 1000, Casa 60H - Camobi, Santa Maria - RS, 97105-900, Brasil;Assistência Médica, Medicina, Sem fins lucrativos, Software
hephaenergy;HEPHAENERGY;Recife, Bahia, Brazil;Internet of Things, Solar;Hephaenergy;-8.086426399999999;-34.8918965;Avenida Republica do Libano, 251 Sala 1514 - Torre, C - Pina, Recife - PE, 51110-190, Brasil;Internet das Coisas, Solar
hermit-crab-game-studio;Hermit Crab Game Studio;Porto Alegre, Rio Grande do Sul, Brazil;Computer, Developer Platform, Gamification, Mobile, Video Games;Hermit Crab Game Studio;-30.05271;-51.2142846;R. Barão do Triunfo, 718 - 802 - Menino Deus, Porto Alegre - RS, 90130-100, Brasil;Computador, Plataforma de desenvolvedor, Gamificação, Celular, Videogames
herself;Herself;Porto Alegre, Rio Grande do Sul, Brazil;Fashion, Personal Health, Women's;Herself;-30.015062;-51.20963500000001;R. Álvaro Chaves, 231 - Floresta, Porto Alegre - RS, 90220-230, Brasil;Moda, Saúde, Mulher
heutagus-educação-corporativa;Heutagus Educação Corporativa;São Paulo, Sao Paulo, Brazil;B2B, Corporate Training, Education, Human Resources, Management Consulting;Heutagus;-23.6096688;-46.6628254;Av. Aratãs, 400 - Indianópolis, São Paulo - SP, 04081-001, Brasil;B2B, Treinamento corporativo, Educação, Recursos humanos, Consultoria de gerenciamento
hexagon-agriculture;Hexagon Agriculture;Florianópolis, Santa Catarina, Brazil;Agriculture, AgTech, Information Technology;Hexagon Agriculture;-27.522268;-48.514879;Rod. José Carlos Daux, 7001 - Santo Antonio de Lisboa, Florianópolis - SC, 88050-000, Brasil;Agricultura, AgTech, Tecnologia da informação
heyhow;heyhow;Palhoça, Santa Catarina, Brazil;E-Commerce, Food and Beverage, Internet;;;;;Comércio Eletrônico, Alimentos e Bebidas, Internet
hi-comunicação;Hi! Comunicação;Guará, Distrito Federal, Brazil;Advertising, Consulting, Marketing, Private Social Networking, Social Media;IMAM Publicidade;-25.452251;-49.287569;Av. Rep. Argentina, 665 - 1 andar - Água Verde, Curitiba - PR, 80240-210, Brasil;Publicidade, Consultoria, Marketing, Redes sociais privadas, Mídias sociais
hi-midia;Hi-Midia;Rio De Janeiro, Rio de Janeiro, Brazil;Advertising, Semantic Search, SEO;Hi-Midia;-22.944254;-43.1850892;R. Bambina, 19 - Botafogo, Rio de Janeiro - RJ, 22251-050, Brasil;Publicidade, Pesquisa Semântica, SEO
hi-platform;Hi Platform;São Paulo, Sao Paulo, Brazil;Artificial Intelligence, CRM, Customer Service, Enterprise Software, SaaS, Social CRM, Social Media, Ticketing, Virtual Assistant;Hi Platform;-23.6081002;-46.6949614;R. Geraldo Flausino Gomes, 61 - Cidade Monções, São Paulo - SP, 04575-060, Brasil;Inteligência Artificial, CRM, Atendimento ao Cliente, Software Corporativo, SaaS, CRM Social, Mídia Social, Ticketing, Assistente Virtual
hidrofito-agricultura-de-alta-eficiencia;Hidrofito Agricultura de Alta Eficiencia;Pirassununga, Sao Paulo, Brazil;Agriculture, AgTech, Hardware, Machinery Manufacturing, Software;;;;;Agricultura, AgTech, Hardware, Fabricação de máquinas, Software
hidrointel;Hidrointel;Florianópolis, Santa Catarina, Brazil;AgTech, Energy Efficiency;;;;;AgTech, Eficiência Energética
hiib;Hiib;Goiânia, Goias, Brazil;Agriculture, AgTech, Information Technology, SaaS, Software;;;;;Agricultura, AgTech, Tecnologia da informação, SaaS, Software
hike-academy-brasil;Hike Academy Brasil;São Paulo, Sao Paulo, Brazil;E-Learning, EdTech, Education, Outsourcing, Web Development;Hike Academy;-23.5966623;-46.6869026;Alameda Vicente Pinzon, 54 - Vila Olímpia, São Paulo - SP, 04547-130, Brasil;E-Learning, EdTech, Educação, Terceirização, Desenvolvimento Web
hiper;Hiper;Brusque, Santa Catarina, Brazil;Enterprise Software, Information Services, Management Information Systems, Point of Sale, Project Management, Retail, SaaS;Hiper;-27.1041537;-48.9126828;Av. Getúlio Dorneles Vargas, 63 - Bloco 01 - Centro 1, Brusque - SC, 88353-900, Brasil;Software empresarial, Serviços de informação, Sistemas de informação de gerenciamento, Ponto de venda, Gerenciamento de projetos, Varejo, SaaS
hippo-drs;Hippo Drs.;Ribeirão, Goias, Brazil;Fitness, Health Care;Hippo Drs.;-21.185319;-47.808166;R. Bernardino de Campos, 1001 - Sala 603 - Centro, Ribeirão Preto - SP, 14015-130, Brasil;Fitness, Cuidados com a saúde
hisston;Hisston;São Paulo, Sao Paulo, Brazil;Consulting;;;;;Consultando
hit-cursos;Hit Cursos;Uberaba, Mato Grosso, Brazil;E-Learning, EdTech, Education, Information Technology, Internet;HIT CURSOS TECNOLOGIAS;-19.7738282;-47.9587055;Av. João XXIII - Parque das Americas, Uberaba - MG, 38045-100, Brasil;E-Learning, EdTech, Educação, Tecnologia da informação, Internet
hitbel;HitBel;Belo Horizonte, Minas Gerais, Brazil;B2B, Media and Entertainment, Music, Music Streaming, Religion;HitBel;-19.96228;-43.9495223;R. Ptolomeu, 196 - Santa Lúcia, Belo Horizonte - MG, 30360-250, Brasil;B2B, Mídia e entretenimento, Música, Streaming de música, Religião
hitech-e;Hitech Electric;Pinhais, Minas Gerais, Brazil;Automotive, Consumer Electronics, Logistics, Manufacturing, Renewable Energy, Transportation;Hitech Electric;-25.4281373;-49.192392;Av. Maringá, 397 - Emiliano Perneta, Pinhais - PR, 83324-432, Brasil;Automotivo, Eletrônicos, Logística, Manufatura, Energia Renovável, Transporte
hive-17;Hive;São Paulo, Sao Paulo, Brazil;Advertising, CRM, Marketing, News;Hive Marketing technology;-23.6237377;-46.6954085;Av Roque Petroni Junior, 850 - Conj 142 e 143 - Torre Bacaetava - Jardim das Acacias, São Paulo - SP, 04707-000, Brasil;Publicidade, CRM, Marketing, Notícias
hive-cloud;Hive.Cloud;Recife, Bahia, Brazil;Apps, Information Technology, Internet, Software;Hivecloud;-8.0648287;-34.8738834;R. Alfândega, 35 - Recife, PE, 50030-030, Brasil;Aplicativos, Tecnologia da informação, Internet, Software
hl-consultores;HL Consultores;São Paulo, Sao Paulo, Brazil;Business Development, Consulting, Finance, Management Consulting, Small and Medium Businesses;HL Contabilidade e Assessoria Empresarial;-23.6267276;-46.4464797;Av. dos Sertanistas, 675 - 2 - Jardim Santo Andre, São Paulo - SP, 08390-240, Brasil;Desenvolvimento comercial, Consultoria, Finanças, Consultoria de gerenciamento, Pequenas e médias empresas
holanda-advogados;Holanda Advogados;Atibaia, Sao Paulo, Brazil;Law Enforcement, Legal, Professional Services;Holanda Advogados;-23.1125417;-46.55867070000001;R. José Bonifácio, 221 - Centro, Atibaia - SP, 12940-210, Brasil;Polícia, Jurídico, Serviços profissionais
holding-twim-investimentos;Holding Twim Investimentos;Belém, Paraiba, Brazil;Angel Investment, B2B, Financial Services, Impact Investing, Venture Capital;;;;;Angel Investment, B2B, Serviços financeiros, Investimento de impacto, Capital de risco
home-agent;Home Agent;São Paulo, Sao Paulo, Brazil;Call Center, CRM, Customer Service, Direct Marketing;Pin Home Design;-23.5670037;-46.6858422;R. dos Pinheiros, 801 - Pinheiros, São Paulo - SP, 05422-011, Brasil;Central de atendimento, CRM, Atendimento ao cliente, Marketing direto
homebeauty;HomeBeauty;Rio De Janeiro, Rio de Janeiro, Brazil;Apps, Beauty, Mobile, Scheduling, Social;Home Beauty;-24.1163221;-49.3370464;R. Cel. Crescêncio - Centro, Itararé - SP, 18460-000, Brasil;Aplicativos, Beleza, Celular, Agendamento, Social
homeponic-startup-company;Homeponic - Startup Company;São Paulo, Sao Paulo, Brazil;B2B, B2C, E-Commerce, Family, Home Services;;;;;B2B, B2C, Comércio Eletrônico, Família, Serviços Residenciais
homest;Homest;São Paulo, Sao Paulo, Brazil;Apps, Interior Design, Mobile;Club Homs;-23.5669822;-46.6501846;Av. Paulista, 735 - Bela Vista, São Paulo - SP, 01311-100, Brasil;Aplicativos, Design de Interiores, Celular
hometeka;Hometeka;São Paulo, Sao Paulo, Brazil;Home Decor, Internet, Marketplace;Hometeka;-23.5705799;-46.6544622;R. Saint Hilaire, 182 - Jardim Paulista, São Paulo - SP, 01423-040, Brasil;Decoração, Internet, Mercado
hondana;Hondana;São Paulo, Sao Paulo, Brazil;Corporate Training, E-Learning, Software;Hondana;-23.5966452;-46.6869082;Alameda Vicente Pinzon, 54 - Vila Olímpia, São Paulo - SP, 04547-130, Brasil;Treinamento corporativo, E-Learning, Software
honeycomb-8c2c;Honeycomb;Rio De Janeiro, Rio de Janeiro, Brazil;Consulting, Human Resources, Information Technology, Management Information Systems, Software;;;;;Consultoria, Recursos Humanos, Tecnologia da Informação, Sistemas de Informação Gerencial, Software
